,Another_nominated,Another_won,Awards,Awards_nominated,Awards_won,BAFTA_awards_nominated,BAFTA_awards_won,Golden_Globe_awards_nominated,Golden_Globe_awards_won,Movies,Oscar_awards_nominated,Oscar_awards_won,Primetime_awards_nominated,Primetime_awards_won
6107,0,0,,0,0,0,0,0,0,Advocate & Solicitor,0,0,0,0
6108,0,0,,0,0,0,0,0,0,Atomic Kingdom,0,0,0,0
6109,0,0,,0,0,0,0,0,0,Ben,0,0,0,0
6110,0,0,,0,0,0,0,0,0,7 Deadly Sins: The Webseries,0,0,0,0
6111,0,0,,0,0,0,0,0,0,Banshee Origins: Olek Drops a Dime,0,0,0,0
6112,0,0,,0,0,0,0,0,0,Banshee Origins: Carrie at the Gate,0,0,0,0
6113,0,0,,0,0,0,0,0,0,Banshee Origins: Sugar's Release,0,0,0,0
6114,0,0,,0,0,0,0,0,0,Banshee Origins: The Forge,0,0,0,0
6115,0,0,,0,0,0,0,0,0,Banshee Origins: Checking In,0,0,0,0
6116,0,0,,0,0,0,0,0,0,Banshee Origins: Kings and Pawns,0,0,0,0
6117,0,0,,0,0,0,0,0,0,Banshee Origins: Siobhan Interrupted,0,0,0,0
6118,0,0,,0,0,0,0,0,0,Banshee Origins: Carrie and Deva,0,0,0,0
6119,0,0,,0,0,0,0,0,0,Banshee Origins: Passed Over,0,0,0,0
6120,0,0,,0,0,0,0,0,0,Banshee Origins: The Real Lucas Hood,0,0,0,0
6121,0,0,,0,0,0,0,0,0,Bookmark,0,0,0,0
6122,0,0,,0,0,0,0,0,0,Bash! - Die Party deines Lebens,0,0,0,0
6123,0,0,,0,0,0,0,0,0,Chips,0,0,0,0
6124,0,0,,0,0,0,0,0,0,Boychicks,0,0,0,0
6125,0,0,,0,0,0,0,0,0,The Contract,0,0,0,0
6126,0,0,,0,0,0,0,0,0,Anal Corruption,0,0,0,0
6127,0,0,2 wins & 5 nominations.,5,2,0,0,0,0,Simple Agi Ondh Love Story,0,0,0,0
6128,0,0,,0,0,0,0,0,0,Bros,0,0,0,0
6129,0,0,,0,0,0,0,0,0,The Final Countdown,0,0,0,0
6130,0,0,,0,0,0,0,0,0,Exodus,0,0,0,0
6131,0,0,,0,0,0,0,0,0,Belize Sports: Rock; Paper; Scissors Championships,0,0,0,0
6132,0,0,,0,0,0,0,0,0,1863,0,0,0,0
6133,0,0,,0,0,0,0,0,0,Cassadee Pope: Frame by Frame,0,0,0,0
6134,0,0,,0,0,0,0,0,0,Left Behind,0,0,0,0
6135,0,0,,0,0,0,0,0,0,Blood and Oil,0,0,0,0
6136,0,0,,0,0,0,0,0,0,Mama Mia - Wer heiratet meinen Sohn?,0,0,0,0
6137,0,0,2 wins & 5 nominations.,5,2,0,0,0,0,Mike Tyson: Undisputed Truth,0,0,0,0
6138,0,0,2 wins & 3 nominations.,3,2,0,0,0,0,Shame,0,0,0,0
6139,0,0,,0,0,0,0,0,0,My Big Fat Gypsy Wedding: Best Dressed Brides,0,0,0,0
6140,0,0,,0,0,0,0,0,0,The Birth of a New Yin Yang,0,0,0,0
6141,0,0,,0,0,0,0,0,0,8-Bit Animal Playhouse with Jason Mewes,0,0,0,0
6142,0,0,,0,0,0,0,0,0,Shock Theatre,0,0,0,0
6143,0,0,,0,0,0,0,0,0,Night Terrors,0,0,0,0
6144,0,0,1 win & 12 nominations.,12,1,0,0,0,0,Revival,0,0,0,0
6145,0,0,,0,0,0,0,0,0,Helsinki,0,0,0,0
6146,0,0,,0,0,0,0,0,0,Aliados,0,0,0,0
6147,0,0,,0,0,0,0,0,0,Beyond the Plate,0,0,0,0
6148,0,0,1 win & 5 nominations.,5,1,0,0,0,0,Alpha House,0,0,0,0
6149,0,0,,0,0,0,0,0,0,Betas,0,0,0,0
6150,0,0,1 nomination.,1,0,0,0,0,0,Big Freedia: Queen of Bounce,0,0,0,0
6151,0,0,3 wins & 17 nominations.,17,3,0,0,0,0,Annedroids,0,0,0,0
6152,0,0,,0,0,0,0,0,0,Angry Birds Toons,0,0,0,0
6153,0,0,,0,0,0,0,0,0,Cheap Eats,0,0,0,0
6154,0,0,,0,0,0,0,0,0,Body Language,0,0,0,0
6155,0,0,,0,0,0,0,0,0,Mini Neds: Round 2,0,0,0,0
6156,0,0,,0,0,0,0,0,0,And the Winner Is,0,0,0,0
6157,0,0,,0,0,0,0,0,0,Hot Dog,0,0,0,0
6158,0,0,,0,0,0,0,0,0,Made in the USA: Behind the Scenes,0,0,0,0
6159,0,0,,0,0,0,0,0,0,Happy Hour,0,0,0,0
6160,0,0,,0,0,0,0,0,0,Day 3,0,0,0,0
6161,0,0,,0,0,0,0,0,0,Thrill Kill,0,0,0,0
6162,0,0,,0,0,0,0,0,0,The Green Room,0,0,0,0
6163,0,0,1 nomination.,1,0,0,0,0,0,Mon meilleur ami,0,0,0,0
6164,0,0,,0,0,0,0,0,0,Bob's Your Uncle; Cartoons,0,0,0,0
6165,0,0,,0,0,0,0,0,0,Dead to Rights,0,0,0,0
6166,0,0,,0,0,0,0,0,0,The Red Lodge; Bristol's Hidden Gem,0,0,0,0
6167,0,0,,0,0,0,0,0,0,Scars of Shame,0,0,0,0
6168,0,0,,0,0,0,0,0,0,B. sucht,0,0,0,0
6169,0,0,1 win & 2 nominations.,2,1,0,0,0,0,Happy Ending,0,0,0,0
6170,0,0,,0,0,0,0,0,0,1984,0,0,0,0
6171,0,0,,0,0,0,0,0,0,America's Best Bites,0,0,0,0
6172,0,0,,0,0,0,0,0,0,Abalone Wars,0,0,0,0
6173,0,0,,0,0,0,0,0,0,Top 10 Trends Spring Summer 2013,0,0,0,0
6174,0,0,,0,0,0,0,0,0,Baa Baa Black Sheep,0,0,0,0
6175,0,0,1 nomination.,1,0,0,0,0,0,Coastal Forecast,0,0,0,0
6176,0,0,,0,0,0,0,0,0,Mind the Gap,0,0,0,0
6177,0,0,,0,0,0,0,0,0,Bromance,0,0,0,0
6178,0,0,,0,0,0,0,0,0,The Henchman,0,0,0,0
6179,0,0,1 nomination.,1,0,0,0,0,0,Crime: The Animated Series,0,0,0,0
6180,0,0,,0,0,0,0,0,0,Chaz Mannenheim: Newsman of Yesteryear!,0,0,0,0
6181,0,0,5 nominations.,5,0,0,0,0,0,Faults,0,0,0,0
6182,0,0,,0,0,0,0,0,0,Captain Canuck,0,0,0,0
6183,0,0,,0,0,0,0,0,0,Lockdown,0,0,0,0
6184,0,0,,0,0,0,0,0,0,Bottle Service,0,0,0,0
6185,0,0,,0,0,0,0,0,0,Lauren,0,0,0,0
6186,0,0,,0,0,0,0,0,0,Carson on TCM,0,0,0,0
6187,0,0,,0,0,0,0,0,0,Business as Usual,0,0,0,0
6188,0,0,,0,0,0,0,0,0,Waxed,0,0,0,0
6189,0,0,,0,0,0,0,0,0,Boston Strong an Evening of Support and Celebration,0,0,0,0
6190,0,0,,0,0,0,0,0,0,Bree Takes on the News,0,0,0,0
6191,0,0,,0,0,0,0,0,0,The Kennedy Curse: An Unauthorized Story on the Kennedys,0,0,0,0
6192,0,0,,0,0,0,0,0,0,Uncovered America: Open Season,0,0,0,0
6193,0,0,,0,0,0,0,0,0,Coming Back with Wes Moore,0,0,0,0
6194,0,0,,0,0,0,0,0,0,Pain,0,0,0,0
6195,0,0,,0,0,0,0,0,0,Breakdown Forest,0,0,0,0
6196,0,0,,0,0,0,0,0,0,De Rolling por Colombia,0,0,0,0
6197,0,0,,0,0,0,0,0,0,Recoil,0,0,0,0
6198,0,0,,0,0,0,0,0,0,The Getaway,0,0,0,0
6199,0,0,,0,0,0,0,0,0,Real People; Real Systems; Real Profits,0,0,0,0
6200,0,0,,0,0,0,0,0,0,Muted: Sex Trafficking in Wisconsin,0,0,0,0
6201,0,0,1 nomination.,1,0,0,0,0,0,Swing,0,0,0,0
6202,0,0,,0,0,0,0,0,0,Faith Family and Taxes,0,0,0,0
6203,0,0,,0,0,0,0,0,0,A Good Samaritan in New York City,0,0,0,0
6204,0,0,,0,0,0,0,0,0,BLUganda: Ein Afrikatrip,0,0,0,0
6205,0,0,,0,0,0,0,0,0,Steve,0,0,0,0
6206,0,0,,0,0,0,0,0,0,BBC Proms,0,0,0,0
6207,0,0,,0,0,0,0,0,0,Throwdown,0,0,0,0
6208,0,0,,0,0,0,0,0,0,Animal Heroes,0,0,0,0
6209,0,3,won 2 primetime emmys. another 3 wins & 5 nominations.,5,3,0,0,0,0,Hollywood Game Night,0,0,0,2
6210,0,0,,0,0,0,0,0,0,George Lucas' Wedding Speech,0,0,0,0
6211,0,0,,0,0,0,0,0,0,American Dream Builders,0,0,0,0
6212,0,0,,0,0,0,0,0,0,Cognition: An Erica Reed Thriller - Episode 2: The Wise Monkey,0,0,0,0
6213,0,0,,0,0,0,0,0,0,Bukod Kang Pinagpala,0,0,0,0
6214,0,0,,0,0,0,0,0,0,Calvin and Freddie's Cosmic Encounters,0,0,0,0
6215,0,0,,0,0,0,0,0,0,Boomerang Kids,0,0,0,0
6216,0,0,,0,0,0,0,0,0,Cassandra: Warrior Angel,0,0,0,0
6217,0,0,,0,0,0,0,0,0,Crime Solvers: Confidential,0,0,0,0
6218,0,0,,0,0,0,0,0,0,Broad Topics,0,0,0,0
6219,0,0,,0,0,0,0,0,0,Celebrity Closet Confidential,0,0,0,0
6220,0,0,1 win & 1 nomination.,1,1,0,0,0,0,Assumption of Risk,0,0,0,0
6221,0,0,,0,0,0,0,0,0,Be My Pal,0,0,0,0
6222,0,0,2 nominations.,2,0,0,0,0,0,Count Arthur Strong,0,0,0,0
6223,0,0,,0,0,0,0,0,0,Strippers from Another World,0,0,0,0
6224,0,0,,0,0,0,0,0,0,Fade to Black,0,0,0,0
6225,0,0,,0,0,0,0,0,0,Aussie Pickers,0,0,0,0
6226,0,0,,0,0,0,0,0,0,Skip Trace: Episode 3,0,0,0,0
6227,0,0,,0,0,0,0,0,0,African Masters,0,0,0,0
6228,0,0,,0,0,0,0,0,0,Bass Solo,0,0,0,0
6229,0,0,,0,0,0,0,0,0,Made Perfect: The Life of Brian Stucky,0,0,0,0
6230,0,0,,0,0,0,0,0,0,Apt 8 News,0,0,0,0
6231,1,0,won 1 primetime emmy. another 1 nomination.,1,0,0,0,0,0,AFI Life Achievement Award: A Tribute to Mel Brooks,0,0,0,1
6232,0,0,,0,0,0,0,0,0,The Attack of the Brain People,0,0,0,0
6233,0,0,,0,0,0,0,0,0,R&B Divas: Los Angeles,0,0,0,0
6234,0,0,1 win & 3 nominations.,3,1,0,0,0,0,Belmonte,0,0,0,0
6235,0,0,6 wins & 4 nominations.,4,6,0,0,0,0,Pride,0,0,0,0
6236,0,0,,0,0,0,0,0,0,2013 MTV Video Music Awards,0,0,0,0
6237,0,0,,0,0,0,0,0,0,Brunch on Sundays,0,0,0,0
6238,0,0,,0,0,0,0,0,0,Buying RVs,0,0,0,0
6239,0,0,,0,0,0,0,0,0,True Story,0,0,0,0
6240,0,0,2 wins.,0,2,0,0,0,0,A Crime to Remember,0,0,0,0
6241,0,0,2 wins & 2 nominations.,2,2,0,0,0,0,Need for Speed: Rivals,0,0,0,0
6242,0,0,,0,0,0,0,0,0,Catering Wars,0,0,0,0
6243,0,0,,0,0,0,0,0,0,Centric Live,0,0,0,0
6244,0,0,,0,0,0,0,0,0,Masters of Illusion,0,0,0,0
6245,0,0,,0,0,0,0,0,0,Election Day,0,0,0,0
6246,0,0,,0,0,0,0,0,0,Abgewürgt und ausgebremst - Deutschlands schlechtester Autofahrer,0,0,0,0
6247,0,0,,0,0,0,0,0,0,Catch the Millionaire,0,0,0,0
6248,0,0,,0,0,0,0,0,0,Anthony Eats America,0,0,0,0
6249,0,0,1 win.,0,1,0,0,0,0,Blow Up,0,0,0,0
6250,0,0,,0,0,0,0,0,0,Akin,0,0,0,0
6251,0,0,,0,0,0,0,0,0,Bad Trips Abroad,0,0,0,0
6252,0,0,,0,0,0,0,0,0,Pesten is niet oké de film,0,0,0,0
6253,0,0,,0,0,0,0,0,0,A l'école du théâtre,0,0,0,0
6254,0,0,8 wins & 2 nominations.,2,8,0,0,0,0,Of Mind and Music,0,0,0,0
6255,0,0,,0,0,0,0,0,0,Dinner Party,0,0,0,0
6256,0,0,,0,0,0,0,0,0,Breaking Amish: LA,0,0,0,0
6257,0,0,,0,0,0,0,0,0,Anomaly 3D,0,0,0,0
6258,0,0,,0,0,0,0,0,0,Behind the Gates: Dazzling Dallas,0,0,0,0
6259,0,0,,0,0,0,0,0,0,Jaws on Netflix,0,0,0,0
6260,0,0,,0,0,0,0,0,0,A Study on Character Development: International Read -Round 1,0,0,0,0
6261,0,0,,0,0,0,0,0,0,Coming out,0,0,0,0
6262,0,0,,0,0,0,0,0,0,Claudia O'Doherty Comedy Blaps,0,0,0,0
6263,0,0,,0,0,0,0,0,0,Timeline,0,0,0,0
6264,0,0,,0,0,0,0,0,0,Circuit Breaker,0,0,0,0
6265,0,0,1 nomination.,1,0,0,0,0,0,Clarence,0,0,0,0
6266,0,0,,0,0,0,0,0,0,Anoush Show,0,0,0,0
6267,0,0,,0,0,0,0,0,0,Sharknado 2: The Second One,0,0,0,0
6268,0,0,1 nomination.,1,0,0,0,0,0,Broken Quest,0,0,0,0
6269,0,0,,0,0,0,0,0,0,It's a Man's World,0,0,0,0
6270,0,0,,0,0,0,0,0,0,Alaskan Showdown,0,0,0,0
6271,0,0,1 nomination.,1,0,0,0,0,0,Boys,0,0,0,0
6272,0,0,,0,0,0,0,0,0,Swallow,0,0,0,0
6273,0,0,,0,0,0,0,0,0,Documentary Subject Wanted with Rory Scovel,0,0,0,0
6274,0,0,,0,0,0,0,0,0,The F Word,0,0,0,0
6275,0,0,,0,0,0,0,0,0,Dancing Around the Shit Fire with Kyle Kinane,0,0,0,0
6276,0,0,,0,0,0,0,0,0,Into the Fire,0,0,0,0
6277,0,0,,0,0,0,0,0,0,Bussen,0,0,0,0
6278,0,0,,0,0,0,0,0,0,Trick or Treat,0,0,0,0
6279,0,0,,0,0,0,0,0,0,Come Hell or High Water: Corollary of the BP Deepwater Horizon Oil Spill Disaster,0,0,0,0
6280,0,0,1 win.,0,1,0,0,0,0,Anke hat Zeit,0,0,0,0
6281,0,0,,0,0,0,0,0,0,Auf dem Nordseeküstenradweg durch Schottland und England,0,0,0,0
6282,0,0,,0,0,0,0,0,0,Familien Duell - Prominenten-Special,0,0,0,0
6283,0,0,,0,0,0,0,0,0,Familien Duell - Prominenten-Special,0,0,0,0
6284,0,0,,0,0,0,0,0,0,The Liar,0,0,0,0
6285,0,0,,0,0,0,0,0,0,Capture,0,0,0,0
6286,0,0,,0,0,0,0,0,0,Bad Kitty: The Series,0,0,0,0
6287,0,0,,0,0,0,0,0,0,Auditions,0,0,0,0
6288,0,0,,0,0,0,0,0,0,Happy New Year,0,0,0,0
6289,0,0,,0,0,0,0,0,0,A Year in Review,0,0,0,0
6290,0,0,,0,0,0,0,0,0,Son Shine,0,0,0,0
6291,0,0,,0,0,0,0,0,0,Women,0,0,0,0
6292,0,0,,0,0,0,0,0,0,Day 23,0,0,0,0
6293,0,0,,0,0,0,0,0,0,Committed,0,0,0,0
6294,0,0,,0,0,0,0,0,0,20 Something,0,0,0,0
6295,0,0,,0,0,0,0,0,0,Absolutely Jason Stuart,0,0,0,0
6296,0,0,,0,0,0,0,0,0,Harvest Moon,0,0,0,0
6297,0,0,,0,0,0,0,0,0,Artists Driven,0,0,0,0
6298,0,0,1 nomination.,1,0,0,0,0,0,Late Season,0,0,0,0
6299,0,0,,0,0,0,0,0,0,House of Horrors: Kidnapped in Cleveland,0,0,0,0
6300,0,0,,0,0,0,0,0,0,Tracked,0,0,0,0
6301,0,0,,0,0,0,0,0,0,Creepy Caress,0,0,0,0
6302,0,0,,0,0,0,0,0,0,Game of Crowns,0,0,0,0
6303,0,0,,0,0,0,0,0,0,America the Wild,0,0,0,0
6304,0,0,,0,0,0,0,0,0,I'm a Porn Star,0,0,0,0
6305,0,0,,0,0,0,0,0,0,Trance Figuration,0,0,0,0
6306,0,0,3 wins & 8 nominations.,8,3,0,0,0,0,Anzac Girls,0,0,0,0
6307,0,0,,0,0,0,0,0,0,Beauty Queen Murders,0,0,0,0
6308,0,0,,0,0,0,0,0,0,30 Days to Popular,0,0,0,0
6309,0,0,,0,0,0,0,0,0,The Gym,0,0,0,0
6310,0,0,,0,0,0,0,0,0,Late Bloomers,0,0,0,0
6311,0,0,,0,0,0,0,0,0,Smashed Out,0,0,0,0
6312,0,0,,0,0,0,0,0,0,Breaking Point,0,0,0,0
6313,0,0,,0,0,0,0,0,0,Rodrigo y Gabriela: Live from Red Rocks with the Colorado Symphony Orchestra,0,0,0,0
6314,0,0,,0,0,0,0,0,0,Automotive Minutes,0,0,0,0
6315,0,0,,0,0,0,0,0,0,Bares für Rares,0,0,0,0
6316,0,0,,0,0,0,0,0,0,Craft Beer Crusaders,0,0,0,0
6317,0,0,,0,0,0,0,0,0,Badults,0,0,0,0
6318,0,0,,0,0,0,0,0,0,Once Upon a Time in Portland,0,0,0,0
6319,0,0,,0,0,0,0,0,0,Changelings,0,0,0,0
6320,0,0,,0,0,0,0,0,0,Camille Solari's Glaminlalaland,0,0,0,0
6321,0,0,,0,0,0,0,0,0,Cheer Girls,0,0,0,0
6322,0,0,,0,0,0,0,0,0,Marilyn,0,0,0,0
6323,0,0,,0,0,0,0,0,0,Hope,0,0,0,0
6324,0,0,,0,0,0,0,0,0,Ask Ava,0,0,0,0
6325,0,0,,0,0,0,0,0,0,Bayern!,0,0,0,0
6326,0,0,,0,0,0,0,0,0,Bubba's Backwoods Bacon Brew,0,0,0,0
6327,0,0,,0,0,0,0,0,0,Bla; Bla; Bla...,0,0,0,0
6328,0,0,,0,0,0,0,0,0,No Half Measures: Creating the Final Season of Breaking Bad,0,0,0,0
6329,0,0,,0,0,0,0,0,0,1 Last Chance at Paradise,0,0,0,0
6330,0,0,,0,0,0,0,0,0,Portrait,0,0,0,0
6331,0,0,,0,0,0,0,0,0,American Haunting,0,0,0,0
6332,0,0,,0,0,0,0,0,0,Injustice,0,0,0,0
6333,0,0,,0,0,0,0,0,0,Max Anderson; Private Eye,0,0,0,0
6334,0,0,1 win.,0,1,0,0,0,0,Snowflake; the White Gorilla: Giving the Characters a Voice,0,0,0,0
6335,0,0,,0,0,0,0,0,0,A Dominican Hitman,0,0,0,0
6336,0,0,,0,0,0,0,0,0,Vozes,0,0,0,0
6337,0,0,4 wins & 11 nominations.,11,4,0,0,0,0,Violet,0,0,0,0
6338,0,0,,0,0,0,0,0,0,Forget Me Not,0,0,0,0
6339,0,0,,0,0,0,0,0,0,Sewing Solutions,0,0,0,0
6340,0,0,,0,0,0,0,0,0,A Bolt from the Blue,0,0,0,0
6341,0,0,,0,0,0,0,0,0,Harry Potter and the Unlikely Collaboration,0,0,0,0
6342,0,0,,0,0,0,0,0,0,Anti Bullying Campaign,0,0,0,0
6343,0,0,5 wins & 6 nominations.,6,5,0,0,0,0,Soul,0,0,0,0
6344,0,0,,0,0,0,0,0,0,Bienvenidos al Lolita,0,0,0,0
6345,0,0,,0,0,0,0,0,0,Chirp: The Series,0,0,0,0
6346,0,0,,0,0,0,0,0,0,20-40-60: Drei Generationen - Drei Jahre,0,0,0,0
6347,0,0,1 win & 1 nomination.,1,1,0,0,0,0,Burka Avenger,0,0,0,0
6348,0,0,,0,0,0,0,0,0,A Laughing Matter,0,0,0,0
6349,0,0,,0,0,0,0,0,0,Les trois frères; le retour,0,0,0,0
6350,0,0,2 nominations.,2,0,0,0,0,0,Memphis,0,0,0,0
6351,0,0,,0,0,0,0,0,0,Mean Girls Monologue for Twinkie Byrd's Monologue Slam 2013,0,0,0,0
6352,0,0,,0,0,0,0,0,0,Dia de los Muertos,0,0,0,0
6353,0,0,,0,0,0,0,0,0,Awakenings: Marlo,0,0,0,0
6354,0,0,,0,0,0,0,0,0,Dreamworld,0,0,0,0
6355,0,0,,0,0,0,0,0,0,Family Beef,0,0,0,0
6356,0,0,,0,0,0,0,0,0,Ask Lex,0,0,0,0
6357,0,0,,0,0,0,0,0,0,Love Games and Other Crimes,0,0,0,0
6358,0,0,,0,0,0,0,0,0,America: Facts vs. Fiction,0,0,0,0
6359,0,0,,0,0,0,0,0,0,221B,0,0,0,0
6360,0,0,,0,0,0,0,0,0,Breaking the Set,0,0,0,0
6361,0,0,,0,0,0,0,0,0,Alles auf einen Deckel - Das Sommerquiz,0,0,0,0
6362,0,0,,0,0,0,0,0,0,Comedy Central Roast of James Franco,0,0,0,0
6363,0,0,,0,0,0,0,0,0,Auf der Flucht - Das Experiment,0,0,0,0
6364,0,0,,0,0,0,0,0,0,Barefoot Friends,0,0,0,0
6365,0,0,,0,0,0,0,0,0,All Access: Mayweather vs. Guerrero,0,0,0,0
6366,0,0,,0,0,0,0,0,0,AKB0048 Next Stage,0,0,0,0
6367,0,0,,0,0,0,0,0,0,Movie Star: The Secret Lives of Jean Seberg,0,0,0,0
6368,0,0,,0,0,0,0,0,0,The Road to Canton: Warren Sapp - Relentless,0,0,0,0
6369,0,0,,0,0,0,0,0,0,AwesomenessTV,0,0,0,0
6370,0,0,,0,0,0,0,0,0,Angelic Tongues,0,0,0,0
6371,0,0,1 nomination.,1,0,0,0,0,0,37 Days,0,0,0,0
6372,0,0,,0,0,0,0,0,0,Adam Richman's Fandemonium,0,0,0,0
6373,0,0,,0,0,0,0,0,0,American Stars,0,0,0,0
6374,0,0,,0,0,0,0,0,0,How to Be More Asian,0,0,0,0
6375,0,0,,0,0,0,0,0,0,Fred,0,0,0,0
6376,0,0,2 nominations.,2,0,0,0,0,0,On the Edge,0,0,0,0
6377,0,0,1 win.,0,1,0,0,0,0,WNUF Halloween Special,0,0,0,0
6378,0,0,,0,0,0,0,0,0,Aoki Hagane no Arpeggio: Ars Nova,0,0,0,0
6379,0,0,,0,0,0,0,0,0,EC4 - Encuentros cercanos del cuarto tipo,0,0,0,0
6380,0,0,,0,0,0,0,0,0,Bound by Blood,0,0,0,0
6381,0,0,,0,0,0,0,0,0,Amerikas Legendäre Strassen,0,0,0,0
6382,0,0,,0,0,0,0,0,0,Brothers,0,0,0,0
6383,0,0,1 nomination.,1,0,0,0,0,0,Abgefahren - Wissen auf Rädern,0,0,0,0
6384,0,0,,0,0,0,0,0,0,The Brentwood Connection,0,0,0,0
6385,0,0,,0,0,0,0,0,0,Intergalactic Swingers,0,0,0,0
6386,0,0,,0,0,0,0,0,0,Zombie Cats on Mars: Life on Mars Parody,0,0,0,0
6387,0,0,,0,0,0,0,0,0,Ain't That America,0,0,0,0
6388,0,0,,0,0,0,0,0,0,Andy Bates: Street Feasts,0,0,0,0
6389,0,0,,0,0,0,0,0,0,Buckin Life,0,0,0,0
6390,0,0,1 nomination.,1,0,0,0,0,0,See No Evil 2,0,0,0,0
6391,0,0,,0,0,0,0,0,0,Moon of Changing Seasons: Everything is Alive,0,0,0,0
6392,0,0,,0,0,0,0,0,0,Crisis Point,0,0,0,0
6393,0,0,,0,0,0,0,0,0,All Our Yesterdays: Past Is Prologue,0,0,0,0
6394,0,0,,0,0,0,0,0,0,China Insight,0,0,0,0
6395,0,0,,0,0,0,0,0,0,AFF Suzuki Cup,0,0,0,0
6396,0,0,,0,0,0,0,0,0,Brotherly Love,0,0,0,0
6397,0,0,,0,0,0,0,0,0,Scott,0,0,0,0
6398,0,0,1 win.,0,1,0,0,0,0,These Hopeless Savages,0,0,0,0
6399,0,0,,0,0,0,0,0,0,Catch a Contractor,0,0,0,0
6400,0,0,,0,0,0,0,0,0,Bare Knuckle Boxing,0,0,0,0
6401,0,0,,0,0,0,0,0,0,Dither: The D.I.Y. Sound,0,0,0,0
6402,0,0,,0,0,0,0,0,0,HBFF Monologue Slam: Kerry-Ann Ellington,0,0,0,0
6403,0,0,,0,0,0,0,0,0,Omari Bailey: Guess Who's Coming to Dinner,0,0,0,0
6404,0,0,,0,0,0,0,0,0,Benefits Britain 1949,0,0,0,0
6405,0,0,,0,0,0,0,0,0,Image,0,0,0,0
6406,0,0,,0,0,0,0,0,0,The Calm Before,0,0,0,0
6407,0,0,,0,0,0,0,0,0,Car S.O.S.,0,0,0,0
6408,0,0,,0,0,0,0,0,0,Back to Work,0,0,0,0
6409,0,0,2 nominations.,2,0,0,0,0,0,Christine. Perfekt war gestern!,0,0,0,0
6410,0,0,1 nomination.,1,0,0,0,0,0,Cap South,0,0,0,0
6411,0,0,,0,0,0,0,0,0,Where Is Nadia?,0,0,0,0
6412,0,0,,0,0,0,0,0,0,Beauty,0,0,0,0
6413,0,0,,0,0,0,0,0,0,On the Prowl,0,0,0,0
6414,0,0,,0,0,0,0,0,0,21 Dinge,0,0,0,0
6415,0,0,,0,0,0,0,0,0,ABC Family Summer Movie Promos,0,0,0,0
6416,0,0,,0,0,0,0,0,0,Scavenger Hunt,0,0,0,0
6417,0,0,,0,0,0,0,0,0,Beyond Spelling Manor,0,0,0,0
6418,0,0,,0,0,0,0,0,0,2014,0,0,0,0
6419,0,0,6 nominations.,6,0,0,0,0,0,One Night in Oslo,0,0,0,0
6420,0,0,,0,0,0,0,0,0,The Ten: Loyalty,0,0,0,0
6421,0,0,,0,0,0,0,0,0,Broken Bones - Shattered Dreams; a Story of Hope,0,0,0,0
6422,0,0,,0,0,0,0,0,0,Bad Ink,0,0,0,0
6423,0,0,,0,0,0,0,0,0,Antisocial Network Und Die Gosejohann Brothers,0,0,0,0
6424,0,0,,0,0,0,0,0,0,The Twisted Train: Nature Calls,0,0,0,0
6425,0,0,8 wins.,0,8,0,0,0,0,Dirty Talk,0,0,0,0
6426,0,0,,0,0,0,0,0,0,American Jerusalem: Jews and the Making of San Francisco,0,0,0,0
6427,0,0,,0,0,0,0,0,0,Shattered Dreams,0,0,0,0
6428,0,0,,0,0,0,0,0,0,El Mar de Dolores,0,0,0,0
6429,0,0,,0,0,0,0,0,0,Props for Drama: Suspension of Disbelief,0,0,0,0
6430,0,0,,0,0,0,0,0,0,On Meditation: Featuring David Lynch,0,0,0,0
6431,0,0,,0,0,0,0,0,0,The Loot,0,0,0,0
6432,0,0,,0,0,0,0,0,0,Parent Teacher Conference,0,0,0,0
6433,0,0,,0,0,0,0,0,0,Night of the Fight: Hatton's Last Stand,0,0,0,0
6434,0,0,,0,0,0,0,0,0,Bankrånet,0,0,0,0
6435,0,0,,0,0,0,0,0,0,Spud 3: Learning to Fly,0,0,0,0
6436,0,0,,0,0,0,0,0,0,An Odd Evening in April,0,0,0,0
6437,0,0,,0,0,0,0,0,0,Rome: What Lies Beneath,0,0,0,0
6438,0,0,,0,0,0,0,0,0,Capital Food Fight!,0,0,0,0
6439,0,0,,0,0,0,0,0,0,The Furies of War,0,0,0,0
6440,0,0,,0,0,0,0,0,0,Broken Necklace,0,0,0,0
6441,0,0,,0,0,0,0,0,0,Fists of Finance,0,0,0,0
6442,0,0,,0,0,0,0,0,0,He's Back,0,0,0,0
6443,0,0,,0,0,0,0,0,0,604NomNom,0,0,0,0
6444,0,0,,0,0,0,0,0,0,Down the Rabbit Hole,0,0,0,0
6445,0,0,,0,0,0,0,0,0,Cedar Sequoia International,0,0,0,0
6446,0,0,,0,0,0,0,0,0,Andô Lloyd: A.I. Knows Love?,0,0,0,0
6447,0,0,15 wins & 30 nominations.,30,15,0,0,0,0,Coming Home,0,0,0,0
6448,0,0,,0,0,0,0,0,0,Ana,0,0,0,0
6449,0,0,,0,0,0,0,0,0,Nightmare,0,0,0,0
6450,0,0,,0,0,0,0,0,0,Deep Fried Masters,0,0,0,0
6451,0,0,,0,0,0,0,0,0,Miss Pilot,0,0,0,0
6452,0,0,,0,0,0,0,0,0,Flip Fantasia,0,0,0,0
6453,0,0,,0,0,0,0,0,0,Buying the Bayou,0,0,0,0
6454,0,0,,0,0,0,0,0,0,Awkward Annie,0,0,0,0
